01/26/2015,5,25.15,13,0,13128
01/26/2015,6,29.79,12,-1,14408
01/26/2015,7,72.42,11,-1,16588
01/26/2015,8,81.22,10,-1,17722
01/26/2015,9,74.59,10,-1,17899
01/26/2015,10,77.35,12,0,17932
01/26/2015,11,89.71,14,1,17953
01/26/2015,12,90.27,16,4,17896
01/26/2015,13,99.82,17,6,17826
01/26/2015,14,91.19,19,8,17815
01/26/2015,15,79.68,20,10,17737
01/26/2015,16,83.11,21,12,17766
01/26/2015,17,100.83,22,14,18395
01/26/2015,18,134.06,21,15,19531
01/26/2015,19,77.42,21,15,19425
01/26/2015,20,68.81,21,15,18697
01/26/2015,21,63.9,21,15,17769
01/26/2015,22,59.1,20,14,16628
01/26/2015,23,61.88,20,14,15416
01/26/2015,24,30.98,18,12,14359
01/27/2015,1,84.92,17,12,13622
01/27/2015,2,120.1,16,10,13219
01/27/2015,3,61.08,15,10,13044
01/27/2015,4,57.33,14,10,13053
01/27/2015,5,62.97,14,10,13256
01/27/2015,6,37.2,14,10,13727
01/27/2015,7,10.2,15,10,14443
01/27/2015,8,33.8,15,11,15060
01/27/2015,9,54.6,15,11,15785
01/27/2015,10,90.22,16,11,16399
01/27/2015,11,94.3,17,12,16696
01/27/2015,12,99.11,18,12,16822
01/27/2015,13,84.03,19,12,16870
01/27/2015,14,74.39,19,12,16743
01/27/2015,15,58.85,19,12,16605
01/27/2015,16,56.29,18,10,16628
01/27/2015,17,76.28,18,9,17318
01/27/2015,18,91.43,17,8,18727
01/27/2015,19,84.42,16,8,18632
01/27/2015,20,73.39,15,8,18035
01/27/2015,21,65.17,14,8,17290
01/27/2015,22,71.33,14,6,16299
01/27/2015,23,79.9,13,6,15153
01/27/2015,24,60.35,13,6,14165
01/28/2015,1,67.14,13,5,13545
01/28/2015,2,67.42,13,5,13239
01/28/2015,3,65.09,13,4,13111
01/28/2015,4,67.15,13,4,13133
01/28/2015,5,69.76,13,3,13457
01/28/2015,6,62.12,12,2,14313
01/28/2015,7,49.58,12,2,15707
01/28/2015,8,62.41,12,2,16734
01/28/2015,9,66.05,13,2,17410
01/28/2015,10,88.41,14,2,17689
01/28/2015,11,93.42,16,3,17831
01/28/2015,12,81.78,18,4,17816
01/28/2015,13,79.04,20,5,17666
01/28/2015,14,73.21,21,6,17477
01/28/2015,15,67.73,23,7,17181
01/28/2015,16,69.2,24,8,17127
01/28/2015,17,83.21,25,7,17711
01/28/2015,18,91.79,24,6,19186
01/28/2015,19,101.44,23,5,19361
01/28/2015,20,100.69,22,4,18896
01/28/2015,21,74.86,21,2,18214
01/28/2015,22,65.89,19,1,17099
01/28/2015,23,62.74,18,0,15764
01/28/2015,24,58.39,16,-1,14630
01/29/2015,1,60.99,13,-2,13975
01/29/2015,2,65,12,-2,13660
01/29/2015,3,60.68,11,-3,13544
01/29/2015,4,62.39,10,-4,13652
01/29/2015,5,61.69,7,-4,14075
01/29/2015,6,68.11,8,-3,15201
01/29/2015,7,111.25,9,-4,17142
01/29/2015,8,123.18,8,-5,18092
01/29/2015,9,98.09,9,-5,18089
01/29/2015,10,86.73,15,-1,17838
01/29/2015,11,64.81,18,0,17587
01/29/2015,12,60.2,23,0,17272
01/29/2015,13,58.05,25,2,16915
01/29/2015,14,53.6,28,3,16667
01/29/2015,15,52.22,29,6,16451
01/29/2015,16,54.61,30,6,16516
01/29/2015,17,61.28,29,9,17151
01/29/2015,18,69.81,28,12,18521
01/29/2015,19,96.93,28,13,18661
01/29/2015,20,76.16,28,16,18268
01/29/2015,21,91.62,28,17,17611
